"","start_date","end_date","type","max_deaths","confirmed","injured","dead_perpetrators","perpetrator","part_of"
"249","2015-10-9","2015-10-9","Melee attack",0,TRUE,4,0,"Jewish teen (Lone wolf)","Israeli-Palestinian conflict"
"250","2015-10-9","2015-10-9","Melee attack",0,TRUE,1,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"251","2015-10-9","2015-10-9","Melee attack",0,TRUE,1,0,"Palestinian lone wolf (suspected)","Israeli-Palestinian conflict"
"252","2015-10-10","2015-10-10","Suicide bombing",102,TRUE,508,0,"Islamic State","Turkey–ISIL conflict"
"253","2015-10-10","2015-10-10","Melee attack",0,TRUE,2,1,"Ishak Badran (lone wolf)","Israeli-Palestinian conflict"
"254","2015-10-10","2015-10-10","Melee attack",0,TRUE,3,1,"Muhammad Ali (lone wolf)","Israeli-Palestinian conflict"
"255","2015-10-10","2015-10-10","Suicide bombing",38,TRUE,51,0,"Boko Haram suspected","Boko Haram insurgency"
"256","2015-10-11","2015-10-11","Shooting",1,TRUE,1,1,"New IRA","Dissident republican campaign"
"257","2015-10-11","2015-10-11","Bombing, Stabbing",0,TRUE,5,0,"lone wolf","Israeli-Palestinian conflict"
"258","2015-10-12","2015-10-12","Suicide bombing",9,TRUE,0,2,"Boko Haram suspected","Boko Haram insurgency"
"259","2015-10-13","2015-10-13","Melee attack",0,TRUE,1,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"260","2015-10-13","2015-10-13","Shooting, Melee attack",3,TRUE,15,1,"Baha Aliyan and Bilal Ranem ()","Israeli-Palestinian conflict"
"261","2015-10-13","2015-10-13","Vehicular assault, Melee attack",1,TRUE,4,1,"Alaa Abu Jamal (lone wolf)","Israeli-Palestinian conflict"
"262","2015-10-13","2015-10-13","Melee attack",0,TRUE,4,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"263","2015-10-13","2015-10-13","Melee attack",0,TRUE,1,0,"Israeli Jewish lone wolf","Israeli-Palestinian conflict"
"264","2015-10-14","2015-10-14","Melee attack",0,TRUE,1,1,"Ahmed Shaaban (23) (lone wolf)","Israeli-Palestinian conflict"
"265","2015-10-14","2015-10-14","Suicide bombing",42,TRUE,0,0,"Boko Haram","Boko Haram insurgency"
"266","2015-10-16","2015-10-16","Melee attack",5,TRUE,4,1,"Islamic State or Saudi nationalists",""
"267","2015-10-18","2015-10-18","Shooting",2,TRUE,11,1,"Muhand al-Okabi (lone wolf)","Israeli-Palestinian conflict"
"268","2015-10-19","2015-10-19","Bus bombing",11,TRUE,22,0,"Unknown","Balochistan conflict"
"269","2015-10-19","2015-10-19","Kidnapping",2,TRUE,0,0,"New People's Army","CPP-NPA-NDF rebellion"
"270","2015-10-22","2015-10-22","Melee attack",3,TRUE,1,1,"Anton Lundin Pettersson","None"
"271","2015-10-23","2015-10-23","bombing",11,TRUE,10,0,"Boko Haram (suspected)","Boko Haram insurgency"
"272","2015-10-23","2015-10-23","Bombing",0,TRUE,4,0,"Islamic State","Sinai insurgency"
"273","2015-10-23","2015-10-23","Bombing",27,TRUE,96,0,"Boko Haram (suspected)","Boko Haram insurgency"
"274","2015-10-23","2015-10-23","Suicide bombing",22,TRUE,40,0,"Unknown","Sectarianism in Pakistan"
"275","2015-10-24","2015-10-24","Bombing",1,TRUE,50,0,"Islamic State","Internal conflict in Bangladesh"
"276","2015-10-26","2015-10-26","Suicide bombing",2,TRUE,19,0,"Islamic State",""
"277","2015-10-26","2015-10-26","Melee attack",0,TRUE,1,1,"Palestinian lone wolf","Israeli-Palestinian conflict"
"278","2015-10-27","2015-10-27","Suicide bombing",7,TRUE,19,0,"Islamic State","Iraqi Civil War"
"279","2015-10-27","2015-10-27","Melee attack",0,TRUE,1,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"280","2015-10-29","2015-10-29","Melee attack",0,TRUE,1,1,"Palestinian lone wolf","Israeli-Palestinian conflict"
"281","2015-10-30","2015-10-30","Melee attack",0,TRUE,2,1,"Palestinian (lone wolf)","Israeli-Palestinian conflict"
"282","2015-10-31","2015-10-31","Rocket",6,TRUE,4,0,"Ansar al-Islam claimed responsibility (not verified)","War in Afghanistan"
"283","2015-10-31","2015-10-31","Bombing",224,TRUE,0,0,"Wilayah Sayna (Islamic State)","Sinai insurgency and Syrian Civil War"
"284","2015-10-31","2015-10-31","Melee attack, shooting",1,TRUE,3,0,"Ansar al-Islam claimed responsibility (not verified); police suspect the banned Islamic extremist group Ansarullah Bangla Team[159]","Attacks on secularists in Bangladesh"
"285","2015-11-1","2015-11-1","Vehicular assault",0,TRUE,3,0,"Palestinian (suspected)","Israeli-Palestinian conflict"
"286","2015-11-1","2015-11-1","Car bomb",12,TRUE,0,0,"Al-Shabaab","War in Somalia"
"287","2015-11-3","2015-11-3","Melee attack",0,TRUE,3,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"288","2015-11-3","2015-11-3","Melee attack",0,TRUE,1,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"289","2015-11-4","2015-11-4","Vehicular assault",1,TRUE,0,1,"Sulemain Shaheen lone wolf","Israeli-Palestinian conflict"
"290","2015-11-4","2015-11-4","Suicide bombing",3,TRUE,10,0,"Wilayah Sayna (Islamic State)","Sinai insurgency"
"291","2015-11-5","2015-11-5","Suicide bombing",5,TRUE,0,1,"unknown","Syrian Civil War spillover in Lebanon"
"292","2015-11-6","2015-11-6","Shooting",0,TRUE,2,0,"unknown","Israeli-Palestinian conflict"
"293","2015-11-6","2015-11-6","Melee attack",0,TRUE,1,0,"Baraa Issa (Al-Aqsa Martyrs' Brigades or lone wolf)","Israeli-Palestinian conflict"
"294","2015-11-6","2015-11-6","Shooting",0,TRUE,1,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"295","2015-11-7","2015-11-7","Bombing, shooting",12,TRUE,15,0,"Islamic State (suspected)","Iraqi Civil War"
"296","2015-11-9","2015-11-9","Vehicular assault",0,TRUE,4,1,"lone wolf","Israeli-Palestinian conflict"
"297","2015-11-9","2015-11-9","Melee attack",0,TRUE,1,1,"lone wolf","Israeli-Palestinian conflict"
"298","2015-11-9","2015-11-9","Melee attack",0,TRUE,1,0,"lone wolf","Israeli-Palestinian conflict"
"299","2015-11-9","2015-11-9","Suicide bombing",3,TRUE,14,2,"Boko Haram (suspected)","Boko Haram insurgency"
"300","2015-11-9","2015-11-9","Suicide bombing",4,TRUE,20,1,"Boko Haram (suspected)","Boko Haram insurgency"
"301","2015-11-10","2015-11-10","Melee attack",0,TRUE,1,0,"lone wolf","Israeli-Palestinian conflict"
"302","2015-11-12","2015-11-12","Suicide bombing",43,TRUE,240,0,"Islamic State","Syrian Civil War spillover in Lebanon"
"303","2015-11-13","2015-11-13","Shooting",2,TRUE,2,0,"unknown","Israeli-Palestinian conflict"
"304","2015-11-13","2015-11-13","Bombing",19,TRUE,33,0,"Islamic State","Iraqi Civil War"
"305","2015-11-13","2015-11-13","Attack",130,TRUE,368,7,"Islamic State",""
"306","2015-11-17","2015-11-17","Bombing",34,TRUE,80,0,"Boko Haram (suspected)","Boko Haram insurgency"
"307","2015-11-18","2015-11-18","Suicide bombing",15,TRUE,123,2,"Boko Haram (suspected)","Boko Haram insurgency"
"308","2015-11-18","2015-11-18","Shooting, suicide bombing",2,TRUE,5,1,"Lone wolf associated with the Salafi movement",""
"309","2015-11-19","2015-11-19","Melee attack",2,TRUE,1,0,"lone wolf","Israeli-Palestinian conflict"
"310","2015-11-19","2015-11-19","Shooting",3,TRUE,5,0,"lone wolf","Israeli-Palestinian conflict"
"311","2015-11-20","2015-11-20","Hostage taking, Shooting",27,TRUE,2,3,"Al-Mourabitoun
AQIM","Northern Mali conflict"
"312","2015-11-20","2015-11-20","Bombing",2,TRUE,9,0,"Islamic State (suspected)","Iraqi Civil War"
"313","2015-11-20","2015-11-20","Suicide bombing",7,TRUE,28,0,"Islamic State (suspected)","Iraqi Civil War"
"314","2015-11-21","2015-11-21","Suicide bombing",4,TRUE,10,4,"Boko Haram (suspected)","Boko Haram insurgency"
"315","2015-11-21","2015-11-21","Melee attack",0,TRUE,4,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"316","2015-11-21","2015-11-21","Arson",0,TRUE,0,0,"New People's Army (suspected)","CPP-NPA-NDF rebellion"
"317","2015-11-22","2015-11-22","Suicide bombing",8,TRUE,7,0,"Boko Haram","Islamist insurgency in West Africa"
"318","2015-11-22","2015-11-22","Melee attack",1,TRUE,0,1,"Palestinian lone wolf","Israeli–Palestinian conflict"
"319","2015-11-23","2015-11-23","Melee attack",0,TRUE,2,1,"Islamic State","Israeli–Palestinian conflict"
"320","2015-11-23","2015-11-23","Melee attack",1,TRUE,2,1,"Palestinian lone wolf","Israeli–Palestinian conflict"
"321","2015-11-24","2015-11-24","Suicide bombing",12,TRUE,17,1,"Islamic State[197]","Insurgency in the Maghreb"
"322","2015-11-24","2015-11-24","Car bomb",5,TRUE,0,0,"unknown","Libyan Civil War"
"323","2015-11-24","2015-11-24","Suicide bombing, car bombing, shooting",7,TRUE,12,0,"Islamic State","Sinai Insurgency"
"324","2015-11-24","2015-11-24","Vehicular assault",0,TRUE,4,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"325","2015-11-25","2015-11-25","Melee attack",0,TRUE,1,1,"Palestinian lone wolf","Israeli–Palestinian conflict"
"326","2015-11-25","2015-11-25","Raid, Arson",18,TRUE,10,0,"Boko Haram","Islamist insurgency in West Africa"
"327","2015-11-26","2015-11-26","Raid",1,TRUE,3,0,"Islamic State","Internal conflict in Bangladesh"
"328","2015-11-27","2015-11-27","Vehicular assault",0,TRUE,2,1,"Palestinian lone wolf","Israeli-Palestinian conflict"
"329","2015-11-27","2015-11-27","Vehicular assault",0,TRUE,5,1,"Palestinian lone wolf","Israeli-Palestinian conflict"
"330","2015-11-27","2015-11-27","Suicide bombing",21,TRUE,0,1,"Boko Haram (suspected)","Boko Haram insurgency"
"331","2015-11-27","2015-11-27","Shooting Hostage-taking",3,TRUE,9,0,"Robert Lewis Dear
(lone wolf)",""
"332","2015-11-28","2015-11-28","Shooting",4,TRUE,0,0,"Islamic State",""
"333","2015-11-28","2015-11-28","Artillery",3,TRUE,20,0,"Ansar Dine","Insurgency in the Maghreb"
"334","2015-11-28","2015-11-28","Suicide bombing",7,TRUE,17,0,"Islamic State","Iraq Civil War"
"335","2015-11-29","2015-11-29","Melee attack",0,TRUE,1,1,"Bassm Salah (Palestinian lone wolf)","Israeli-Palestinian conflict"
"336","2015-11-29","2015-11-29","Melee attack",0,TRUE,1,0,"Palestinian lone wolf","Israeli-Palestinian conflict"
"337","2015-11-30","2015-11-30","Suicide bombing",9,TRUE,21,0,"Islamic State","Iraqi Civil War"
"338","2015-12-2","2015-12-2","Suicide bombing",6,FALSE,0,3,"Boko Haram (suspected)","Boko Haram insurgency"
"339","2015-12-2","2015-12-2","Mass shooting",14,TRUE,23,2,"Islamic State",""
"340","2015-12-3","2015-12-3","Melee attack",0,TRUE,1,1,"Palestinian lone wolf","Israeli-Palestinian conflict"
"341","2015-12-3","2015-12-3","Shooting",0,TRUE,1,1,"Mazen Aribah (lone wolf)","Israeli-Palestinian conflict"
"342","2015-12-4","2015-12-4","Melee attack",0,TRUE,1,1,"Abed al-Rahman al-Barghouthi (lone wolf)","Israeli-Palestinian conflict"
"343","2015-12-4","2015-12-4","Vehicular assault",0,TRUE,2,1,"Palestinian lone wolf","Israeli-Palestinian conflict"
"344","2015-12-4","2015-12-4","Melee attack",0,TRUE,1,2,"Palestinian lone wolf","Israeli-Palestinian conflict"
"345","2015-12-4","2015-12-4","Suicide bombing",2,TRUE,4,3,"Boko Haram","Boko Haram insurgency"
"346","2015-12-4","2015-12-4","Suicide bombing",1,TRUE,2,1,"Boko Haram","Boko Haram insurgency"
"347","2015-12-5","2015-12-5","Suicide bombing",27,TRUE,90,3,"Boko Haram","Boko Haram insurgency"
"348","2015-12-5","2015-12-5","Melee attack",0,TRUE,3,0,"Muhyadin Mire
(lone wolf)",""
"349","2015-12-6","2015-12-6","Car bombing",7,TRUE,0,0,"Islamic State","Yemeni Civil War"
"350","2015-12-8","2015-12-8","Suicide bombing, hostage taking, shooting",50,TRUE,35,0,"Taliban","War in Afghanistan"
"351","2015-12-8","2015-12-8","Bombing",4,TRUE,4,0,"Wilayat Sayna (Islamic State)","Sinai insurgency"
"352","2015-12-9","2015-12-9","Melee attack",0,TRUE,2,1,"Abd al-Rahman (lone wolf)","Israeli-Palestinian conflict"
"353","2015-12-9","2015-12-9","Suicide bombing",11,TRUE,20,0,"Islamic State","Iraqi Civil War"
"354","2015-12-9","2015-12-9","Shooting",0,TRUE,2,0,"unknown Palestinians","Israeli-Palestinian conflict"
"355","2015-12-11","2015-12-11","Car bombing, raid",6,TRUE,7,2,"Taliban","War in Afghanistan"
"356","2015-12-11","2015-12-11","Suicide bombing",7,TRUE,30,2,"Boko Haram","Boko Haram insurgency"
"357","2015-12-11","2015-12-11","Car bombing",60,TRUE,80,0,"Islamic State","Syrian Civil War"
"358","2015-12-12","2015-12-12","Car bombing",16,TRUE,54,0,"Islamic State","Syrian Civil War"
"359","2015-12-12","2015-12-12","Suicide bombing, car bomb",6,TRUE,14,0,"Islamic State","Iraqi Civil War"
"360","2015-12-12","2015-12-12","Bombing",3,TRUE,14,0,"New People's Army","CPP-NPA-NDF rebellion"
"361","2015-12-12","2015-12-12","Melee Attack",30,TRUE,20,0,"Boko Haram","Boko Haram insurgency"
"362","2015-12-13","2015-12-13","Bombing",23,TRUE,30,0,"Unknown","War in North-West Pakistan"
"363","2015-12-14","2015-12-14","Vehicular assault",0,TRUE,11,0,"Abed Almohsin Hassoneh (lone wolf)","Israeli-Palestinian conflict"
"364","2015-12-16","2015-12-16","Suicide bombing",1,TRUE,4,4,"Boko Haram (suspected)","Boko Haram insurgency"
"365","2015-12-18","2015-12-18","Shooting",3,TRUE,0,0,"Unknown",""
"366","2015-12-19","2015-12-19","Shooting, car bombing",4,TRUE,9,0,"Al Shabaab","Somali Civil War"
"367","2015-12-19","2015-12-19","Melee attack",0,TRUE,3,0,"Mahmoud Faisal Basharat (lone wolf)","Israeli-Palestinian conflict"
"368","2015-12-21","2015-12-21","Car bombing",2,TRUE,0,0,"Al Shabaab","Somali Civil War"
"369","2015-12-21","2015-12-21","Suicide bombing",6,TRUE,6,0,"Taliban","War in Afghanistan"
"370","2015-12-23","2015-12-23","Bombing",1,TRUE,0,0,"Kurdistan Freedom Falcons","Kurdish–Turkish conflict"
"371","2015-12-23","2015-12-23","Raid",5,TRUE,0,0,"Boko Haram (suspected)","Boko Haram insurgency"
"372","2015-12-23","2015-12-23","Suicide bombing",2,TRUE,0,1,"Boko Haram (suspected)","Boko Haram insurgency"
"373","2015-12-23","2015-12-23","Melee attack",2,TRUE,1,2,"Palestinian","Israeli-Palestinian conflict"
"374","2015-12-24","2015-12-24","Melee attack",0,TRUE,2,1,"Palestinian lone wolf","Israeli-Palestinian conflict"
"375","2015-12-24","2015-12-24","Vehicular assault",0,TRUE,1,1,"Palestinian lone wolf","Israeli-Palestinian conflict"
"376","2015-12-24","2015-12-24","Raid",7,TRUE,0,0,"BIFF","Moro conflict"
"377","2015-12-25","2015-12-25","Suicide-bombing",0,TRUE,3,1,"TBD","Internal conflict in Bangladesh"
"378","2015-12-26","2015-12-26","Raid",14,TRUE,0,0,"Boko Haram","Boko Haram insurgency"
"379","2015-12-27","2015-12-27","Melee attack",0,TRUE,2,2,"Palestinian","Israeli-Palestinian conflict"
"380","2015-12-27","2015-12-27","Melee attack",0,TRUE,1,1,"Palestinian lone wolf","Israeli-Palestinian conflict"
"381","2015-12-28","2015-12-28","Suicide bombing",1,TRUE,33,0,"Taliban","War in Afghanistan"
"382","2015-12-28","2015-12-28","Suicide bombing",32,TRUE,90,0,"Unknown","Syrian Civil War"
"383","2015-12-28","2015-12-28","suicide bombing",26,TRUE,85,0,"Boko Haram","Boko Haram insurgency"
"384","2015-12-29","2015-12-29","Suicide bombing",17,TRUE,41,0,"Boko Haram","Boko Haram insurgency"
"385","2015-12-29","2015-12-29","Suicide bombing",26,TRUE,50,10,"Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"386","2015-12-29","2015-12-29","Shooting",1,TRUE,10,0,"Islamic State","Insurgency in the North Caucasus"
"387","2015-12-30","2015-12-30","Suicide bombing",16,TRUE,35,0,"Islamic State","Syrian Civil War"
"388","2015-12-31","2015-12-31","Artillery",5,TRUE,1,0,"Unknown","Sinai insurgency"
